Id,Label,degree,weighted degree,modularity_class,主体类型,领域方向,功能定位
河北智库发布,河北智库发布,256,267,1,政府机构,学术研究,
湖垛学习社,湖垛学习社,283,288,1,自媒体/个人,其他,
泊头力量,泊头力量,223,257,1,其他,其他,
广东共青团,广东共青团,279,286,1,其他,党建理论,
信阳师范学院学报,信阳师范学院学报,265,295,2,高校/学术机构,学术研究,学术研究
中国教育报,中国教育报,311,333,1,媒体平台,基础教育,教育
创新研究,创新研究,340,388,1,高校/学术机构,学术研究,学术研究
云南省教育厅,云南省教育厅,224,227,1,其他,基础教育,教育
平安宝坻,平安宝坻,238,299,1,其他,其他,
西南大学学报社会科学版,西南大学学报社会科学版,237,393,2,高校/学术机构,学术研究,学术研究
西域研究,西域研究,318,953,2,高校/学术机构,学术研究,学术研究
志阳创谈,志阳创谈,302,765,2,自媒体/个人,其他,
一读EDU,一读EDU,350,386,1,其他,其他,
马院学术,马院学术,215,259,2,高校/学术机构,学术研究,学术研究
精神文明导刊V,精神文明导刊V,203,209,1,媒体平台,文旅国资,
求是手机报,求是手机报,198,211,1,媒体平台,社会民生,
清廉视界,清廉视界,237,393,2,政府机构,党建理论,
河南发布,河南发布,297,361,1,政府机构,地方政务,
神池县委统战部,神池县委统战部,244,246,1,政府机构,党建理论,
文学评论,文学评论,414,1201,2,自媒体/个人,学术研究,
雅稷,雅稷,222,529,2,其他,其他,
商法界,商法界,417,1240,2,其他,其他,
爱智苑,爱智苑,229,232,1,其他,其他,
平安芜湖,平安芜湖,314,337,1,其他,地方政务,
IMI大金融思想,IMI大金融思想,388,1444,2,其他,其他,
沈阳民革,沈阳民革,189,207,1,其他,地方政务,
陇南武都检察院,陇南武都检察院,189,207,1,政府机构,地方政务,
郑州市第二人民医院订阅号,郑州市第二人民医院订阅号,189,207,1,其他,地方政务,
青春中环人,青春中环人,189,207,1,其他,其他,
中建七局城投公司,中建七局城投公司,227,235,1,政府机构,其他,政务服务
武大竞争法,武大竞争法,254,540,2,其他,其他,
通州区委老干部局,通州区委老干部局,244,254,1,政府机构,党建理论,政务服务
北科智库,北科智库,243,245,1,其他,学术研究,
广西师范大学学报哲社版,广西师范大学学报哲社版,233,259,2,高校/学术机构,学术研究,学术研究
博雅史学资讯,博雅史学资讯,236,616,2,自媒体/个人,其他,
研马学社,研马学社,201,216,1,自媒体/个人,其他,
北京行政学院学报,北京行政学院学报,205,336,2,高校/学术机构,学术研究,学术研究
法学杂志,法学杂志,292,456,2,媒体平台,学术研究,学术研究
惠州清风,惠州清风,247,252,1,政府机构,党建理论,
广交会微新闻,广交会微新闻,249,280,1,媒体平台,社会民生,
中国远程教育杂志社,中国远程教育杂志社,418,734,2,媒体平台,基础教育,教育
应用语言学研习,应用语言学研习,407,1306,2,其他,其他,
文艺批评,文艺批评,281,421,2,自媒体/个人,其他,
学术华政,学术华政,211,365,2,高校/学术机构,学术研究,学术研究
中国金融杂志,中国金融杂志,368,400,1,媒体平台,其他,
经济学季刊,经济学季刊,417,1196,2,媒体平台,学术研究,
北地土科,北地土科,194,226,1,其他,其他,
华中大马克思主义学院,华中大马克思主义学院,186,187,1,高校/学术机构,学术研究,
文史管窥1986,文史管窥1986,243,626,2,其他,其他,
羊村传播,羊村传播,259,404,2,其他,其他,文化传播
吉林省人民政府网,吉林省人民政府网,233,237,1,政府机构,地方政务,
廉洁和龙,廉洁和龙,196,228,1,其他,其他,
兵团日报,兵团日报,203,206,1,媒体平台,社会民生,
法理杂志,法理杂志,233,358,2,媒体平台,其他,
河海大学学报哲学社会科学版,河海大学学报哲学社会科学版,231,291,2,高校/学术机构,学术研究,学术研究
青海省伊斯兰教协会,青海省伊斯兰教协会,208,208,1,其他,地方政务,
安徽日报,安徽日报,237,264,1,媒体平台,社会民生,
中国农村调查,中国农村调查,280,431,2,其他,其他,
立格法学院,立格法学院,267,669,2,高校/学术机构,学术研究,学术研究
知道点传统文化,知道点传统文化,266,900,2,其他,传统文化,文化传播
京社科,京社科,188,220,1,高校/学术机构,学术研究,学术研究
中央文献出版社,中央文献出版社,188,220,1,政府机构,其他,
首马青年,首马青年,188,220,1,其他,党建理论,
乡村发展研究,乡村发展研究,243,357,2,高校/学术机构,学术研究,学术研究
莎车公安,莎车公安,224,224,1,其他,其他,
武汉老干部,武汉老干部,204,210,1,其他,党建理论,
FMS期刊,FMS期刊,389,1201,2,媒体平台,学术研究,
武大历史研会,武大历史研会,253,377,2,其他,其他,
内蒙古自治区社会科学院,内蒙古自治区社会科学院,289,294,1,高校/学术机构,学术研究,学术研究
资学动态,资学动态,189,274,2,其他,其他,
鄂尔多斯政协,鄂尔多斯政协,218,225,1,政府机构,地方政务,
环球时报,环球时报,204,207,1,媒体平台,社会民生,
盐山快报,盐山快报,236,309,1,媒体平台,社会民生,
兰大马院,兰大马院,179,211,1,其他,其他,
第一财经,第一财经,267,275,1,其他,其他,
科技进步与对策,科技进步与对策,317,485,2,其他,其他,
之行智库,之行智库,283,474,2,其他,学术研究,
河南大学学报,河南大学学报,235,570,2,高校/学术机构,学术研究,学术研究
CNKI数字出版,CNKI数字出版,190,202,1,其他,其他,
现当代文学研究动态,现当代文学研究动态,296,478,2,高校/学术机构,学术研究,学术研究
传播匠新传考研,传播匠新传考研,284,439,2,其他,学术研究,教育
红寺堡政务,红寺堡政务,263,271,1,政府机构,其他,政务服务
高教研修网,高教研修网,228,257,2,媒体平台,其他,
PPdataAcademy,PPdataAcademy,335,754,2,其他,其他,
网络法前沿,网络法前沿,254,474,2,媒体平台,其他,
幸福四十八团,幸福四十八团,240,309,1,其他,其他,
高平市技工学校,高平市技工学校,260,329,1,其他,基础教育,教育
人大转载法政学界,人大转载法政学界,197,384,2,政府机构,其他,
华政虞伟庆金融法律研究院,华政虞伟庆金融法律研究院,355,820,2,高校/学术机构,学术研究,学术研究
新华文摘杂志,新华文摘杂志,209,246,2,媒体平台,其他,资源整合
中南EducationLaw,中南EducationLaw,211,275,2,其他,其他,
中国人民大学学报,中国人民大学学报,236,385,2,高校/学术机构,学术研究,学术研究
学术路,学术路,242,526,2,高校/学术机构,学术研究,学术研究
福建师范大学,福建师范大学,219,225,1,高校/学术机构,学术研究,
人口论坛,人口论坛,212,218,1,其他,学术研究,
中国政法大学研究生会,中国政法大学研究生会,174,180,1,政府机构,学术研究,学术研究
社科大科研处,社科大科研处,196,241,2,高校/学术机构,学术研究,学术研究
改革兴豫,改革兴豫,204,207,1,其他,其他,
湖南师大社科学报,湖南师大社科学报,253,451,2,高校/学术机构,学术研究,学术研究
经管之家,经管之家,307,345,2,自媒体/个人,其他,
桥洞Archway,桥洞Archway,259,414,2,其他,其他,
数量经济技术经济研究,数量经济技术经济研究,348,935,2,高校/学术机构,学术研究,学术研究
保山市社科联,保山市社科联,256,292,1,高校/学术机构,学术研究,学术研究
浙江统战,浙江统战,222,224,1,其他,党建理论,
青春南阳,青春南阳,208,216,1,其他,地方政务,
昆青小蜜蜂,昆青小蜜蜂,208,216,1,其他,其他,
郑州共青团,郑州共青团,208,216,1,其他,党建理论,
中山大学学报社会科学版,中山大学学报社会科学版,295,757,2,高校/学术机构,学术研究,学术研究
云南武警,云南武警,312,329,1,其他,地方政务,
复旦大学哲学学院,复旦大学哲学学院,254,294,2,高校/学术机构,学术研究,学术研究
青海西宁监狱,青海西宁监狱,225,225,1,其他,地方政务,
微言国是暨南学堂,微言国是暨南学堂,206,208,1,自媒体/个人,其他,
上师马院学术在线,上师马院学术在线,231,231,1,高校/学术机构,学术研究,学术研究
易珩研修,易珩研修,231,492,2,其他,其他,
团结报团结网,团结报团结网,204,210,1,媒体平台,社会民生,
陇西教育资讯,陇西教育资讯,191,196,1,自媒体/个人,基础教育,教育
浙江学刊,浙江学刊,235,487,2,媒体平台,地方政务,
江海学刊,江海学刊,235,301,2,媒体平台,其他,
首经贸经济学院,首经贸经济学院,209,220,2,高校/学术机构,学术研究,
财贸经济,财贸经济,301,611,2,其他,其他,
湖北长江传媒统计与决策学术传播,湖北长江传媒统计与决策学术传播,266,440,2,高校/学术机构,学术研究,学术研究
先锋泉州,先锋泉州,219,222,1,其他,党建理论,
丁宁的环境法日记,丁宁的环境法日记,221,629,2,自媒体/个人,其他,
贵州人大,贵州人大,253,314,1,政府机构,地方政务,
民族史,民族史,246,318,2,其他,其他,
浙江民政,浙江民政,196,205,1,其他,地方政务,
央广网,央广网,265,275,1,媒体平台,其他,
承信微言,承信微言,214,219,1,其他,其他,
掌上巴彦淖尔,掌上巴彦淖尔,213,213,1,其他,地方政务,
计算机与艺术设计系,计算机与艺术设计系,227,228,1,其他,其他,
新视野杂志,新视野杂志,190,202,1,媒体平台,其他,
中国福建,中国福建,222,231,1,其他,地方政务,
阳光小陈工作室,阳光小陈工作室,216,301,2,自媒体/个人,其他,
安徽先锋微讯,安徽先锋微讯,257,269,1,其他,党建理论,
重庆大学学报社科版,重庆大学学报社科版,224,380,2,高校/学术机构,学术研究,学术研究
北朝考古,北朝考古,260,398,2,其他,传统文化,
一个敢教一个敢学,一个敢教一个敢学,222,666,2,其他,其他,
范无聊历史学考研,范无聊历史学考研,215,550,2,自媒体/个人,学术研究,教育
黑龙江共青团,黑龙江共青团,274,285,1,其他,党建理论,
社科院考古所中国考古网,社科院考古所中国考古网,496,968,2,高校/学术机构,学术研究,学术研究
库尔勒开发区,库尔勒开发区,211,213,1,其他,其他,
内蒙古社会科学编辑部,内蒙古社会科学编辑部,223,230,1,高校/学术机构,地方政务,学术研究
新传招呼站,新传招呼站,267,711,2,其他,其他,
当代法学编辑部,当代法学编辑部,262,537,2,其他,学术研究,学术研究
融诚物产集团,融诚物产集团,208,212,1,其他,其他,
榆阳文旅文广,榆阳文旅文广,270,281,1,其他,文旅国资,
海软思享,海软思享,218,223,1,其他,其他,
出彩联勤人,出彩联勤人,215,218,1,其他,其他,
外国文学文艺研究,外国文学文艺研究,283,831,2,高校/学术机构,学术研究,学术研究
爱商河,爱商河,220,222,1,其他,其他,
山西大学乡村振兴研究院,山西大学乡村振兴研究院,218,294,2,高校/学术机构,学术研究,学术研究
历史论文悦读分享,历史论文悦读分享,225,374,2,自媒体/个人,学术研究,
上海市委党校图书馆,上海市委党校图书馆,183,251,2,政府机构,文旅国资,
富裕博野,富裕博野,263,271,1,其他,其他,
江汉论坛,江汉论坛,227,256,2,其他,学术研究,
南开人文社科,南开人文社科,197,206,2,高校/学术机构,学术研究,学术研究
深圳市社会组织总会,深圳市社会组织总会,226,239,1,自媒体/个人,党建理论,
农地和乡村,农地和乡村,351,435,2,其他,其他,
数量经济学,数量经济学,321,860,2,其他,学术研究,
政治传播研究,政治传播研究,194,331,2,高校/学术机构,学术研究,学术研究
乌拉特中旗发布,乌拉特中旗发布,185,187,1,政府机构,其他,
文学与影视批评,文学与影视批评,244,419,2,自媒体/个人,学术研究,
财经问题研究与东财学报,财经问题研究与东财学报,228,386,2,高校/学术机构,学术研究,学术研究
改革杂志,改革杂志,294,439,2,媒体平台,其他,
抚州发布,抚州发布,247,307,1,政府机构,地方政务,
讲座资源网,讲座资源网,257,333,2,媒体平台,其他,资源整合
民和新闻,民和新闻,184,190,1,媒体平台,社会民生,
京师刑科论道,京师刑科论道,247,766,2,其他,其他,
三尺法研,三尺法研,196,541,2,其他,其他,
广东金融学院图书馆,广东金融学院图书馆,137,137,1,高校/学术机构,学术研究,
中国职业技术教育学会,中国职业技术教育学会,195,199,1,其他,基础教育,教育
薛家湾供电公司职工之家,薛家湾供电公司职工之家,214,227,1,自媒体/个人,其他,
亮剑东南,亮剑东南,212,214,1,其他,其他,
美丽露水河,美丽露水河,214,227,1,其他,其他,
嘉善县卫生健康局,嘉善县卫生健康局,238,241,1,政府机构,社会民生,政务服务
牡丹江市司法局,牡丹江市司法局,238,241,1,政府机构,地方政务,政务服务
育红苗,育红苗,226,228,1,其他,其他,
华东师范大学传播学院,华东师范大学传播学院,241,258,2,高校/学术机构,学术研究,文化传播
辽宁大学,辽宁大学,183,212,2,高校/学术机构,学术研究,
法治在地,法治在地,176,287,2,其他,其他,
三思派,三思派,344,373,1,其他,其他,
满洲里市委党校,满洲里市委党校,220,220,1,政府机构,其他,
新媒介与青年文化,新媒介与青年文化,265,418,2,其他,党建理论,文化传播
北京市监察法学研究会,北京市监察法学研究会,188,279,2,政府机构,学术研究,学术研究
